Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Nybygging
Bjarkarholt 14 ÍBÚÐ 305,Mosfellsbæ,59500000,20950000,0,0,Fjölbýli,2019,111.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Skyggnisholt 10,Vogum,38900000,2240000,0,0,Fjölbýli,2019,99.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Skyggnisholt 6,Vogum,29900000,0,0,0,Fjölbýli,2019,64.4,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Já
Hvalvík 4,Reykjanesbæ,5000000,3660000,0,0,Atvinnuhúsnæði,2009,26.3,1,0,0,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 405,Mosfellsbæ,63900000,21150000,0,0,Fjölbýli,2019,113.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 14 ÍBÚÐ 206,Mosfellsbæ,56500000,20350000,0,0,Fjölbýli,2019,108.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 14 ÍBÚÐ 306,Mosfellsbæ,58500000,20150000,0,0,Fjölbýli,2019,105.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Lindargata 39,Reykjavík,298000,64450000,42490000,0,Fjölbýli,2014,103.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Mánatún 5,Reykjavík,54000000,56250000,35720000,0,Fjölbýli,2010,90,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vallakór 1-3,Kópavogi,49900000,47000000,35950000,0,Fjölbýli,2008,114.9,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Vallakór 1-3,Kópavogi,49900000,47000000,35950000,0,Fjölbýli,2008,114.9,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Skipholt 15,Reykjavík,64900000,56550000,40400000,0,Fjölbýli,1960,122.7,5,3,2,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Veghús 17,Reykjavík,59900000,57950000,54400000,0,Fjölbýli,1990,190.5,8,5,3,2,Sameiginlegur,Já,Nei / Ekki vitað
Hverfisgata 85,Reykjavík,56500000,21650000,0,0,Fjölbýli,2019,85.3,3,2,1,1,Sameiginlegur,Já,Já
Kjarnagata 51 210,Akureyri,44950000,3490000,0,0,Fjölbýli,2019,105,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51 209,Akureyri,37450000,2950000,0,0,Fjölbýli,2019,84.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 208,Akureyri,36950000,2870000,0,0,Fjölbýli,2019,81.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Ástu-Sólliljugata 11,Mosfellsbæ,132900000,111900000,141100000,0,Einbýli,2017,407.8,9,6,3,4,Margir inngangar,Já,Nei / Ekki vitað
Kríunes 7,Garðabæ,110000000,92000000,72740000,0,Einbýli,1980,230.9,7,5,2,2,Margir inngangar,Já,Nei / Ekki vitað
Logafold 156,Reykjavík,89900000,72600000,62400000,0,Einbýli,1985,253.6,4,5,2,3,Ekki vitað,Já,Nei / Ekki vitað
Strandgata 25,Hafnarfirði,74900000,44500000,57400000,0,Atvinnuhúsnæði,1905,275.3,5,8,2,1,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Hátún 6,Reykjavík,37900000,36300000,19300000,0,Fjölbýli,1961,63.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 93,Reykjavík,42900000,35050000,0,0,Fjölbýli,2019,59.8,2,1,1,1,Sameiginlegur,Já,Já
Hverfisgata 85,Reykjavík,46900000,19100000,0,0,Fjölbýli,2019,70.4,2,1,1,1,Sameiginlegur,Já,Já
Smyrilshlíð 15,Reykjavík,53900000,0,0,0,Fjölbýli,2019,76.4,2,1,1,1,Sérinngangur,Já,Já
Arnarhlíð  2,Reykjavík,75900000,0,0,0,Fjölbýli,2020,114.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Hverfisgata 117,Reykjavík,38900000,36650000,21200000,0,Fjölbýli,1942,73.3,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Asparholt 1,Garðabæ,51900000,46950000,37600000,0,Fjölbýli,2004,116.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 9,Reykjavík,91900000,31350000,0,0,Fjölbýli,2018,122.7,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 11,Reykjavík,64900000,60250000,48550000,0,Fjölbýli,2018,110.1,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 11,Reykjavík,46900000,43100000,32050000,0,Fjölbýli,2018,66.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 11,Reykjavík,49900000,46300000,36350000,0,Fjölbýli,2018,78.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 9,Reykjavík,86900000,31500000,0,0,Fjölbýli,2018,121.9,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 9,Reykjavík,93900000,68500000,60050000,0,Fjölbýli,2018,135.8,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Hellisbraut 5,Hellissandi,18900000,13600000,31050000,0,Einbýli,1916,106.7,4,3,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 76,Reykjavík,39900000,46050000,22151000,0,Fjölbýli,1936,92.3,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Brekkustígur 19,Reykjavík,39900000,42550000,27365000,0,Fjölbýli,1922,80.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Austurkór 94,Kópavogi,74900000,58300000,60500000,0,Fjölbýli,2013,167.6,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Skyggnisholt 6,Vogum,29900000,10850000,0,0,Fjölbýli,2019,64.4,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Já
Strikið 10,Garðabæ,59900000,48300000,38710000,0,Fjölbýli,2006,100.7,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Bríetartún 9 - Íbúð 802,Reykjavík,84900000,32700000,0,0,Fjölbýli,2018,121.9,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 9 - Íbúð 801,Reykjavík,93900000,68500000,60050000,0,Fjölbýli,2018,135.8,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 9 - Íbúð 1002,Reykjavík,91900000,31350000,0,0,Fjölbýli,2018,122.7,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Unnarbraut 28,Seltjarnarnesi,32900000,29600000,19008000,0,Fjölbýli,1958,55.9,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Aratún 32,Garðabæ,94900000,90350000,77270000,0,Einbýli,1966,271.6,7,6,2,3,Margir inngangar,Já,Nei / Ekki vitað
Ásatún 42 103,Akureyri,37000000,36400000,33350000,0,Fjölbýli,2016,86.5,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,139900000,86100000,114090000,0,Fjölbýli,2019,230.6,3,2,1,3,Sameiginlegur,Já,Já
Bæjarlind 5,Kópavogi,62900000,48350000,48860000,0,Fjölbýli,2019,98.5,3,2,1,1,Sameiginlegur,Já,Já
Bæjarlind 5,Kópavogi,75900000,56850000,62060000,0,Fjölbýli,2019,128.6,4,3,1,1,Sameiginlegur,Já,Já
Ljósheimar 6,Reykjavík,48900000,46400000,30350000,0,Fjölbýli,1958,106.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Geirþrúðarhagi 2 201,Akureyri,47200000,69300000,0,0,Fjölbýli,2019,110.5,5,4,1,1,Sameiginlegur,Já,Já
Bólstaðarhlíð 50,Reykjavík,42500000,41800000,30100000,0,Fjölbýli,1967,92.4,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Látraströnd 7,Seltjarnarnesi,124000000,105150000,73390000,0,Einbýli,1970,242.8,5,3,2,2,Sérinngangur,Já,Nei / Ekki vitað
Smáragata 1,Reykjavík,197500000,162525000,101160000,0,Einbýli,1939,392.2,9,7,2,3,Margir inngangar,Já,Nei / Ekki vitað
Lækjasmári  LÆKKUN 4,Kópavogi,57800000,50400000,42860000,0,Fjölbýli,1997,120.7,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Einivellir 7,Hafnarfirði,37900000,35950000,28300000,0,Fjölbýli,2006,80.2,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Skyggnisholt 10,Vogum,29900000,1595000,0,0,Fjölbýli,2019,64.4,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Já
Bríetartún 9 - Íbúð 1001,Reykjavík,99900000,36200000,0,0,Fjölbýli,2018,136.2,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 11 - Íbúð 712,Reykjavík,89900000,72400000,0,0,Fjölbýli,2018,131.3,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 11 - Íbúð 709,Reykjavík,46900000,42300000,0,0,Fjölbýli,2018,66.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 11 - Íbúð 706,Reykjavík,64900000,59800000,0,0,Fjölbýli,2018,110.1,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 11 - Íbúð 411,Reykjavík,51900000,22500000,0,0,Fjölbýli,2018,78.5,2,1,1,2,Tveir inngangar,Nei / Ekki vitað,Já
Dyngjugata 3,Garðabæ,60900000,53800000,59000000,0,Fjölbýli,2017,123.1,4,3,1,1,Sameiginlegur,Já,Já
Dyngjugata 1,Garðabæ,43900000,37600000,30450000,0,Fjölbýli,2017,75.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Skyggnisholt 10,Vogum,39900000,2240000,0,0,Fjölbýli,2019,99.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Eskivellir 11,Hafnarfirði,42200000,3250000,0,0,Fjölbýli,0,84.3,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Já
Fálkagata 19,Reykjavík,54500000,48050000,30500000,0,Fjölbýli,1963,96.3,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Leirubakki 12,Reykjavík,34900000,30800000,24650000,0,Fjölbýli,1971,81.5,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 11 - Íbúð 211,Reykjavík,49900000,22200000,0,0,Fjölbýli,2018,78.3,2,1,1,2,Tveir inngangar,Nei / Ekki vitað,Já
Álfhella 4,Hafnarfirði,41500000,18300000,0,0,Atvinnuhúsnæði,2019,193.9,1,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51,Akureyri,45950000,3490000,0,0,Fjölbýli,0,104.9,5,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,37950000,2950000,0,0,Fjölbýli,2020,84.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,35450000,2750000,0,0,Fjölbýli,0,76.3,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,24350000,1815000,0,0,Fjölbýli,0,45.7,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,31750000,2350000,0,0,Fjölbýli,2020,62.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,30750000,2270000,0,0,Fjölbýli,2020,60.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,36950000,2860000,0,0,Fjölbýli,0,80.2,3,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,37950000,2870000,0,0,Fjölbýli,2020,81.7,3,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,44950000,3490000,0,0,Fjölbýli,2020,105,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Laufbrekka 23,Kópavogi,46900000,48000000,38120000,0,Fjölbýli,1961,126.4,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Kjarnagata 51,Akureyri,37450000,2950000,0,0,Fjölbýli,0,84.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,36950000,2870000,0,0,Fjölbýli,0,81.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,34950000,2750000,0,0,Fjölbýli,0,76.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,23950000,1805000,0,0,Fjölbýli,2020,45,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,30590000,2340000,0,0,Fjölbýli,2020,62,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,36950000,2870000,0,0,Fjölbýli,0,80.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,36750000,2860000,0,0,Fjölbýli,0,80.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,31950000,2280000,0,0,Fjölbýli,2020,60.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,38950000,2860000,0,0,Fjölbýli,0,80.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,38950000,2870000,0,0,Fjölbýli,0,80.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,45950000,3500000,0,0,Fjölbýli,0,104.8,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,41950000,3480000,0,0,Fjölbýli,2020,104.4,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,34490000,2950000,0,0,Fjölbýli,2020,84.6,4,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,33950000,2860000,0,0,Fjölbýli,0,80.7,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Álalind 6,Kópavogi,66500000,55750000,47400000,0,Fjölbýli,2019,128.6,4,3,1,1,Sameiginlegur,Já,Já
Álalind 6,Kópavogi,68500000,56350000,52510000,0,Fjölbýli,2019,127.1,4,3,1,1,Sameiginlegur,Já,Já
Kjarnagata 51,Akureyri,31950000,2750000,0,0,Fjölbýli,0,76.5,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Álalind 6,Kópavogi,67500000,55850000,52000000,0,Fjölbýli,2019,128.1,4,3,1,1,Sameiginlegur,Já,Já
Álalind 4,Kópavogi,68500000,57550000,53050000,0,Fjölbýli,2019,133.3,4,3,1,1,Sameiginlegur,Já,Já
Kjarnagata 51,Akureyri,47950000,3490000,0,0,Fjölbýli,2020,105.1,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Álalind 4,Kópavogi,67500000,57350000,52800000,0,Fjölbýli,2019,133.2,4,3,1,1,Sameiginlegur,Já,Já
Kjarnagata 51,Akureyri,39950000,2960000,0,0,Fjölbýli,2020,85.7,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Álalind 4,Kópavogi,66500000,57050000,48100000,0,Fjölbýli,2019,132.8,4,3,1,1,Sameiginlegur,Já,Já
Álalind 4,Kópavogi,67800000,58600000,51000000,0,Fjölbýli,2019,143.7,4,3,1,1,Sameiginlegur,Já,Já
Kjarnagata 51,Akureyri,20950000,1805000,0,0,Fjölbýli,2020,45,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,39450000,2870000,0,0,Fjölbýli,0,81.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,22950000,1935000,0,0,Fjölbýli,2020,48.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,36950000,2750000,0,0,Fjölbýli,2020,76.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,34250000,2860000,0,0,Fjölbýli,2020,80.7,3,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,24950000,1815000,0,0,Fjölbýli,0,45.8,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,34250000,2870000,0,0,Fjölbýli,0,81,3,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,32450000,2340000,0,0,Fjölbýli,0,62.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Kjarnagata 51,Akureyri,42900000,3500000,0,0,Fjölbýli,0,104.8,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Sjafnarbrunnur 2,Reykjavík,67800000,57950000,66110000,0,Fjölbýli,2017,146.3,4,3,1,2,Sameiginlegur,Já,Já
Akurvellir 1,Hafnarfirði,48500000,49700000,44150000,0,Fjölbýli,2006,132.7,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Mýrarvegur 113 402,Akureyri,34500000,36750000,27800000,0,Fjölbýli,2001,69.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Norðurbakki 13A,Hafnarfirði,54900000,49250000,41130000,0,Fjölbýli,2010,103.6,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Kirkjuvellir 3,Hafnarfirði,44900000,42800000,35600000,0,Fjölbýli,2006,104.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Skyggnisholt 10,Vogum,39900000,2240000,0,0,Fjölbýli,2019,99.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Laugarásvegur 5,Reykjavík,41700000,36400000,23550000,0,Fjölbýli,1964,62.7,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Pálsbúð 21,Þorlákshöfn,58900000,42750000,90250000,0,Einbýli,2007,254.7,4,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Kjartansgata 9,Reykjavík,54900000,62900000,39270000,0,Fjölbýli,1939,158.2,4,2,2,1,Sérinngangur,Já,Nei / Ekki vitað
Akurgerði 1,Akranesi,38500000,34600000,39520000,0,Einbýli,1930,152.3,6,4,2,2,Tveir inngangar,Já,Nei / Ekki vitað
Lerkigrund 2,Akranesi,37900000,33300000,37000000,0,Fjölbýli,1984,115,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Tómasarhagi 38,Reykjavík,39500000,40150000,22100000,0,Fjölbýli,1953,77.2,2,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hlíðarás 27,Hafnarfirði,104900000,102750000,94400000,0,Einbýli,2007,291.3,5,3,2,2,Sérinngangur,Já,Nei / Ekki vitað
Lindargata 12,Reykjavík,59900000,60150000,39950000,0,Fjölbýli,1942,134.1,5,3,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Tröllakór 1-3,Kópavogi,59900000,52950000,49000000,0,Fjölbýli,2007,142.4,4,3,1,0,Sérinngangur,Já,Nei / Ekki vitað
Bæjarlind 7,Kópavogi,59900000,50900000,68090000,0,Fjölbýli,2017,109.7,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Garðhús 10,Reykjavík,47000000,45800000,38250000,0,Fjölbýli,1989,128.4,6,4,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Gerplustræti 19,Mosfellsbæ,69900000,61650000,71840000,0,Fjölbýli,2019,157.6,5,4,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Tjarnarlundur 13 íbúð 201,Akureyri,26900000,25700000,24450000,0,Fjölbýli,1973,80.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Rauðalækur 2,Reykjavík,39900000,38050000,25200000,0,Fjölbýli,1957,81.4,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Kléberg 6,Þorlákshöfn,42900000,26550000,46400000,0,Einbýli,1971,151.2,5,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Kjarnagata 51 207,Akureyri,34950000,2750000,0,0,Fjölbýli,2019,76.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarstræti  81,Akureyri,22000000,18900000,25050000,0,Fjölbýli,1947,69.8,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Mávahlíð 24,Reykjavík,59900000,50950000,33150000,0,Fjölbýli,1949,107.5,5,3,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Súluhólar 6,Reykjavík,35500000,31400000,27000000,0,Fjölbýli,1978,72.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Lindasmári 47,Kópavogi,68900000,61600000,47150000,0,Fjölbýli,1994,156,6,4,2,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Strikið 8,Garðabæ,62500000,51100000,38300000,0,Fjölbýli,2006,113.6,3,2,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Hjallabraut 1,Hafnarfirði,53700000,47400000,44150000,0,Fjölbýli,1968,147.7,5,4,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Arnarhlíð 2,Reykjavík,53900000,0,0,0,Fjölbýli,2020,88,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Tryggvagata 13,Reykjavík,68900000,62150000,44750000,0,Fjölbýli,2017,101.6,2,1,1,2,Ekki vitað,Nei / Ekki vitað,Já
Tryggvagata 13,Reykjavík,124000000,79450000,73050000,0,Fjölbýli,2017,164.9,2,2,2,2,Sameiginlegur,Já,Já
Tryggvagata 13,Reykjavík,41000000,38900000,28100000,0,Fjölbýli,2017,55.6,2,0,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Smyrilshlíð 15,Reykjavík,52900000,0,0,0,Fjölbýli,2019,74.9,2,1,1,1,Sérinngangur,Já,Já
Tryggvagata 13,Reykjavík,67500000,57600000,44250000,0,Fjölbýli,2017,99.6,2,1,1,2,Tveir inngangar,Nei / Ekki vitað,Já
Tryggvagata 13,Reykjavík,40000000,40800000,25550000,0,Fjölbýli,2017,55.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Dalbrekka 2,Kópavogi,39900000,16500000,0,0,Fjölbýli,2019,62,2,1,1,1,Sameiginlegur,Já,Já
Smyrilshlíð 15,Reykjavík,107900000,0,0,0,Fjölbýli,2019,226.7,4,3,1,2,Sérinngangur,Já,Já
Smyrilshlíð 15,Reykjavík,108900000,0,0,0,Fjölbýli,2019,172.6,4,3,1,1,Sérinngangur,Já,Já
Suðurgata 13,Reykjavík,27900000,28450000,14400000,0,Fjölbýli,1938,47.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Melalind 12,Kópavogi,53500000,45500000,35100000,0,Fjölbýli,1998,102.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Eskivellir 11,Hafnarfirði,42200000,28600000,0,0,Fjölbýli,2020,84.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Stóra-Sandvík 1 íb.102 .,Selfossi,24500000,17550000,35300000,0,Fjölbýli,1946,112.2,5,3,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Holtsvegur 2,Garðabæ,59900000,24700000,0,0,Fjölbýli,2017,121.2,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Skipalón 25,Hafnarfirði,59900000,53250000,47600000,0,Fjölbýli,2007,135.2,5,4,1,1,Sérinngangur,Já,Nei / Ekki vitað
Kjarnagata 51  206,Akureyri,23950000,1805000,0,0,Fjölbýli,2019,45,1,0,0,1,Ekki vitað,Nei / Ekki vitað,Já
Burknavellir 3B,Hafnarfirði,46900000,44700000,37850000,0,Fjölbýli,2003,111.7,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Meistaravellir 5,Reykjavík,32900000,31650000,18750000,0,Fjölbýli,1964,64.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hörgsholt 31,Hafnarfirði,39900000,37850000,32700000,0,Fjölbýli,1991,99.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Gerplustræti 33,Mosfellsbæ,60900000,48900000,54070000,0,Fjölbýli,2017,121.8,5,4,1,1,Sérinngangur,Já,Nei / Ekki vitað
Daggarvellir 4B,Hafnarfirði,43900000,40600000,40410000,0,Fjölbýli,2004,96.8,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Tröllakór 7,Kópavogi,49900000,41950000,37300000,0,Fjölbýli,2007,103.3,3,2,1,1,Sérinngangur,Já,Nei / Ekki vitað
Kjarnagata 51 205,Akureyri,30590000,2340000,0,0,Fjölbýli,2019,62,2,1,1,0,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hjaltabakki 28,Reykjavík,36900000,33250000,31100000,0,Fjölbýli,1968,91.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 203,Akureyri,36950000,2870000,0,0,Fjölbýli,2019,80.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Frostafold 125,Reykjavík,42500000,39650000,30450000,0,Fjölbýli,1988,95.6,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 202,Akureyri,36750000,2860000,0,0,Fjölbýli,2019,80.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Eskivellir 11,Hafnarfirði,42400000,3210000,0,0,Fjölbýli,0,82.8,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Já
Starrahólar  15,Reykjavík,94600000,74450000,73400000,0,Einbýli,1978,239.5,9,6,3,2,Margir inngangar,Já,Nei / Ekki vitað
Tjarnarbraut 15,Hafnarfirði,89900000,66100000,52150000,0,Einbýli,1942,203.5,7,5,2,3,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Bankastræti 6,Reykjavík,35900000,31750000,15300000,0,Fjölbýli,1903,56.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Einarsnes 74,Reykjavík,33900000,36250000,22350000,0,Fjölbýli,1943,66.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Fjólulundur 1,Akranesi,68000000,11450000,0,0,Einbýli,2020,233.9,5,4,1,2,Ekki vitað,Já,Já
Vesturvegur 11  B 11,Vestmannaeyjum,54900000,44150000,64670000,0,Einbýli,1986,198.7,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
