Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Dags.sott,Nybygging
Suðurlandsbraut 10,Reykjavík,NA,0,0,0,atv,NA,200,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 10,Reykjavík,NA,0,0,0,atv,NA,120,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 10,Reykjavík,NA,0,0,0,atv,NA,1500,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ærlækur,Kópaskeri,85000000,29259000,149508000,0,Jörð/Lóð,1978,362915.9,5,4,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stekkjarbyggð 21,Akureyri,3900000,3210000,0,0,Jörð/Lóð,NA,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Guðrúnartún 8,Reykjavík,NA,88300000,66300000,0,atv,1952,321.3,3,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Funatröð 4,Reykjanesbæ,NA,72000000,157950000,0,atv,1982,1570.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vesturvallagata 4,Reykjavík,49500000,37500000,16250000,0,Einbýli,1901,53.7,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stafnesvegur 1,Sandgerði,27900000,17850000,37100000,0,Fjölbýli,1963,102.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bogaslóð 12,Höfn í Hornafirði,25800000,22950000,32850000,0,Fjölbýli,1956,123.5,5,3,2,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Snoppuvegur 6,Ólafsvík,6950000,6950000,25050000,0,atv,1971,157.6,0,NA,NA,NA,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ármúli 42,Reykjavík,NA,0,0,0,atv,NA,110,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dugguvogur  2,Reykjavík,NA,0,0,0,atv,NA,420,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Akursíða 2 203,Akureyri,26000000,23700000,21700000,0,Fjölbýli,2005,64.9,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kársnesbraut 96A,Kópavogi,NA,170300000,187600000,0,atv,1974,1086.9,5,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - La Zenia/Villamartin,Útlöndum,26400000,0,0,0,Fjölbýli,NA,0,4,3,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Blönduholt Kjósarhreppi,Mosfellsbæ,215000000,37043000,50510000,0,Jörð/Lóð,NA,496.6,0,NA,NA,NA,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Aðalgata 1,Ólafsfirði,19900000,19760000,50550000,0,Fjölbýli,1922,169.9,6,4,2,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brimdalur 14,Njarðvík,64900000,15280000,0,0,Par/Raðhús,2020,328.5,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Brimdalur 10,Njarðvík,64900000,10950000,0,0,Par/Raðhús,2019,185,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Brimdalur 4,Njarðvík,64900000,10950000,0,0,Par/Raðhús,2019,185,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Brimdalur 2,Njarðvík,64900000,10950000,0,0,Par/Raðhús,2019,185,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Kringlan  8,Reykjavík,NA,0,0,0,atv,1987,126.3,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Finestrat - Benidorm Penthouse 2,Útlöndum,30590000,0,0,0,Fjölbýli,2018,102,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gagnheiði 17,Selfossi,32490000,2440000,0,0,atv,1978,219.7,2,0,0,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fiskislóð,Reykjavík,500000,0,0,0,Jörð/Lóð,NA,3500,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Álhella selt 7. 0103,Hafnarfirði,18800000,10900000,0,0,atv,2018,84.6,1,0,0,0,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Álhella selt 7. 0102,Hafnarfirði,18800000,5460000,0,0,atv,2018,84.6,0,0,0,0,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Álhella 7. 0105,Hafnarfirði,95400000,26650000,0,0,atv,2018,436.1,2,0,0,0,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
ORLANDO - VENTURA,NA,35880000,0,0,0,Einbýli,NA,200,0,NA,NA,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Höfðabakki 3,Reykjavík,NA,49800000,58400000,0,atv,1986,253.1,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Húnabraut 40,Blönduósi,25900000,13550000,39880000,0,Hæðir,1944,162.7,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Lágmúli 7,Reykjavík,NA,0,0,0,atv,1965,300,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Blönduholt 1,Mosfellsbæ,215000000,44891000,52280000,0,Jörð/Lóð,NA,496.6,0,NA,NA,NA,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Skeifan 19,Reykjavík,NA,0,0,0,atv,1988,440,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Borgartún 22,Reykjavík,NA,71150000,88150000,0,atv,1978,321.3,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarskeið 6,Þorlákshöfn,295000000,302650000,839050000,0,atv,1955,3824.9,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Mosavegur SUMARHÚS,Selfossi,25000000,21230000,21100000,0,Sumarhús,1990,59.9,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Norðlingabraut 12,Reykjavík,NA,0,0,0,atv,NA,160,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurbakki 20,Selfossi,10000000,4250000,0,0,Jörð/Lóð,0,6807,4,3,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Merkihvoll 1,Hellu,NA,22800000,32150000,0,Sumarhús,2004,79.5,5,3,1,1,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Þverholt 10,Vopnafirði,21600000,18250000,39700000,0,Einbýli,1996,112.6,4,3,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skógarás 6,Borgarnesi,2500000,3900000,0,0,Jörð/Lóð,NA,6954,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Nesgata 29,Neskaupstað,32500000,24220000,50000000,0,Einbýli,1920,187.5,7,NA,NA,2,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Garðaholt 3,Fáskrúðsfirði,17500000,12650000,31000000,0,Fjölbýli,1987,108,4,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 17-19,Kópavogi,NA,0,0,0,atv,NA,2000,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 17-19,Kópavogi,NA,0,0,0,atv,NA,1000,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 17-19,Kópavogi,NA,0,0,0,atv,NA,500,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Dalsbraut 28, 105",Njarðvík,39900000,0,0,0,Fjölbýli,2018,106.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hjallalaut 6,Reykjanesbæ,73500000,52150000,0,0,Einbýli,2019,248.5,5,4,1,3,Ekki vitað,Já,2020-03-21,Já
Grænalaut 4,Reykjanesbæ,55500000,39850000,0,0,Fjölbýli,2018,146.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Dýrastaðir,Borgarnesi,155000000,49100000,143690000,0,Jörð/Lóð,NA,1458.9,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnargata 4,Dalvík,23000000,24850000,81950000,0,atv,1988,747.2,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Herjólfsgata  7 n.h.,Vestmannaeyjum,17300000,10391910,16450000,0,Fjölbýli,1942,62.8,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarfjörður,Hafnarfirði,NA,0,0,0,Fjölbýli,NA,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Tavira, Algarve - Portugal 111161",Útlöndum,27300000,0,0,0,Par/Raðhús,NA,70,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hlíðargata 16,Neskaupstað,24900000,17350000,32640000,0,Fjölbýli,1947,140,5,4,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Vesturvör 22,Kópavogi,350000000,157800000,208900000,0,atv,1968,827.8,15,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Mörkin 4,Reykjavík,NA,0,0,0,atv,0,295,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hamraborg 5,Kópavogi,99000000,49350000,85150000,0,atv,1966,313.4,5,0,5,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Mörkin 4,Reykjavík,NA,563500000,619600000,0,atv,1995,463,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Þórunnarstræti 113,Akureyri,43500000,40350000,46070000,0,Fjölbýli,1950,180.5,6,4,2,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Eyrarskógur 35,Akranesi,12900000,7490000,11550000,0,Sumarhús,1986,42,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Húnabraut 22,Blönduósi,20900000,14700000,43230000,0,Hæðir,1961,173.6,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Holtsgata 1,Njarðvík,39500000,35600000,42620000,0,Fjölbýli,1965,158.7,3,3,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Holtsgata 1,Njarðvík,39500000,30900000,39690000,0,Hæðir,1965,158.7,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Austurvegur 32,Seyðisfirði,NA,8350000,32600000,0,atv,1951,115.6,4,2,2,1,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Óseyri 31,Akureyri,22000000,7395000,16450000,0,atv,2008,54.8,0,0,0,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Meiðastaðavegur 12,Garði,49000000,43700000,116060000,0,atv,1966,878.2,0,NA,NA,1,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
D-Tröð 1,Reykjavík,NA,36090000,57200000,0,Hesthús,1971,285,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hlíðartunga land,Ölfus,15000000,687000,0,0,Jörð/Lóð,1900,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bolholt 6,Reykjavík,NA,0,0,0,atv,NA,222.73,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurgata 28,Siglufirði,NA,12950000,28600000,0,Einbýli,1913,117.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarstræti 9-13,Ísafirði,7000000,3630000,14850000,0,atv,2001,33.1,1,0,0,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stekkjarhóll 74,Borgarnesi,NA,12500000,15900000,0,Sumarhús,1973,51.7,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Síðumúli 13,Reykjavík,NA,0,0,0,atv,NA,30,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fífubarð 2,Eskifirði,15800000,16400000,27450000,13443886,Hæðir,1984,98.8,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fífubarð 2,Eskifirði,28500000,0,20790000,0,Hæðir,1984,102.2,0,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Fallegt raðhús í Denia  1,Útlöndum,23625000,0,0,0,Par/Raðhús,NA,67,3,2,1,1,Tveir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sýningaríbúð á tilboði í april 1,Útlöndum,22275000,0,0,0,Hæðir,2019,77,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fjallaland 17,Hellu,1950000,1925000,0,0,Jörð/Lóð,NA,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hóll Borgarbyggð,Borgarnesi,NA,52409000,112345000,0,Jörð/Lóð,NA,969.9,11,8,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vorsabæjarvellir 2,Hveragerði,13900000,6495000,18700000,0,Hesthús,1989,185,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ránarbraut 4a,Dalvík,20900000,30600000,92100000,0,atv,1951,612.7,0,0,0,0,Tveir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarskeið 6,Þorlákshöfn,295000000,302650000,811550000,0,atv,1955,3824.9,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
BENIDORM - RAÐHÚS MEÐ SUNDLAUG 295.000 &#8364;,Útlöndum,39825000,0,0,0,Par/Raðhús,2020,219,4,3,1,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
KÓRAHVERFI,Kópavogi,29800000,16900000,0,0,Jörð/Lóð,NA,314.7,6,4,2,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverabakki 2 garðyrkjustöð,Flúðum,185000000,70185000,251550000,0,Jörð/Lóð,NA,4280.5,0,NA,NA,NA,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Hafnarstræti 26b 202,Akureyri,41400000,2380000,0,0,Fjölbýli,2018,93.5,4,2,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hafnarstræti 26b 203,Akureyri,41400000,2380000,0,0,Fjölbýli,2018,93.5,4,2,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hafnarstræti 26C 204,Akureyri,41400000,2370000,0,0,Fjölbýli,2018,93.3,4,2,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarstræti 26C 206,Akureyri,57900000,3070000,0,0,Fjölbýli,2018,130.8,5,3,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarstræti 26C 205,Akureyri,56900000,3060000,0,0,Fjölbýli,2018,130.1,5,3,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarstræti 26B 206,Akureyri,57900000,3070000,0,0,Fjölbýli,2018,130.8,5,3,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hafnarstræti 26A 206,Akureyri,57900000,3070000,0,0,Fjölbýli,2018,130.8,5,3,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Spánn - Las Ramblas,Útlöndum,46500000,0,0,0,Fjölbýli,NA,0,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Spánn - San Fulgencio-La Marina,Útlöndum,37400000,0,0,0,Einbýli,NA,0,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Strikið 1C,Garðabæ,57900000,0,0,0,Fjölbýli,2018,102.4,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Ingólfsstræti 10,Reykjavík,75000000,57050000,32650000,0,Hæðir,1907,128.8,4,2,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ingólfsstræti 10,Reykjavík,85000000,60650000,32800000,0,Hæðir,1907,135.3,5,3,2,2,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ódýr íbúð í Alicante borg,Útlöndum,3500000,0,0,0,Fjölbýli,NA,50,3,2,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
BENIDORM - MINI VILLA 379.900 &#8364;,Útlöndum,51165000,0,0,0,Einbýli,2019,269,4,3,1,4,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Spánn - Dona Pepa,Útlöndum,24100000,0,0,0,Hæðir,NA,0,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Spánn - Daya Nueva,Útlöndum,32300000,0,0,0,Einbýli,NA,0,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Spánn - Daya Nueva,Útlöndum,23800000,0,0,0,Par/Raðhús,NA,0,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Grensásvegur 11,Reykjavík,NA,0,0,0,atv,NA,271.7,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Finestrat, 5-6 herb. Einbýli",Útlöndum,90440000,0,0,0,Einbýli,2020,310,6,4,2,3,Fleiri inngangar,Já,2020-03-21,Já
"Spánn, Finestrat við Benidorm",Útlöndum,73848000,0,0,0,Einbýli,2019,1,5,3,2,2,Fleiri inngangar,Já,2020-03-21,Já
Funatröð  6,Reykjanesbæ,NA,142350000,240100000,0,atv,1978,700,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut (Leiga) 4,Reykjavík,300000,104600000,158100000,0,atv,1988,100,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 4A,Reykjavík,82000,104600000,158100000,0,atv,1988,20,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
FINESTRAT - RAÐHÚS 219.900 &#8364;,Útlöndum,29686500,0,0,0,Par/Raðhús,NA,213.45,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Suðurlandsbraut 4A,Reykjavík,450000,104600000,158100000,0,atv,1988,161,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut (Leiga) 4,Reykjavík,590000,104600000,158100000,0,atv,1988,296,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
FINESTRAT - RAÐHÚS 159.900 &#8364;,Útlöndum,21586500,0,0,0,Par/Raðhús,NA,156.59,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
"Spánn, Cabo Roig, við ströndina",Útlöndum,67320000,0,0,0,Einbýli,NA,140,5,4,1,2,Fleiri inngangar,Já,2020-03-21,Nei / Ekki vitað
"Spánn, Villamartin, 4 herbergja einbýli",Útlöndum,37400000,0,0,0,Einbýli,2019,120,4,3,1,3,Tveir inngangar,Nei / Ekki vitað,2020-03-21,Já
Digranesheiði 2,Kópavogi,149000000,146300000,154050000,0,Einbýli,1999,470.6,10,7,3,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skálatún 25 101,Akureyri,38500000,36000000,33050000,0,Hæðir,2008,99.4,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Torrevieja - Íbúðir við sjóinn 280.000 &#8364;,Útlöndum,37800000,0,0,0,Fjölbýli,NA,107,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Lindarbraut 635,Reykjanesbæ,19900000,6050000,11400000,0,Fjölbýli,1956,58.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Miðtún 4,Tálknafirði,9900000,5810000,26100000,0,Fjölbýli,1977,83.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjubraut 9,Akranesi,NA,1040000,0,0,Jörð/Lóð,NA,0,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 94 (102),Reykjavík,203500000,4850000,0,0,atv,0,330.2,1,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Benijofar, Glæsieign",Útlöndum,32851000,0,0,NA,Einbýli,NA,118,4,3,1,3,Tveir inngangar,Nei / Ekki vitað,2020-03-21,Já
"Spánn, Benijofar, Einbýli",Útlöndum,26564300,0,0,0,Einbýli,2019,90,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
"Spánn,  Alicante, El Campello ströndin",Útlöndum,39501000,0,0,0,Enbýli,2019,106,4,3,1,2,Tveir inngangar,Nei / Ekki vitað,2020-03-21,Já
Móhella 4,Hafnarfirði,8900000,5250000,4550000,0,atv,2006,26.3,1,NA,NA,NA,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
"Spánn, Quesada, Einbýli",Útlöndum,17289000,0,0,0,Einbýli,NA,88,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kinnargata 21,Garðabæ,74000000,18250000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stekkjarbyggð 23,Akureyri,NA,48300000,52150000,0,Sumarhús,2010,151.1,4,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 10,Reykjavík,NA,0,0,0,atv,2018,300,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lyngás 17,Garðabæ,NA,182100000,403900000,0,atv,2000,1490.9,1,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Ánastaðir-Mikligarður 126,1 ha",Borgarnesi,30000000,2470000,0,0,Jörð/Lóð,2019,1261000,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Tryggvagata 13,Reykjavík,57500000,52700000,34800000,0,Fjölbýli,2017,83.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Einbýli - Sumareignir 1,Útlöndum,35900000,0,0,0,Fjölbýli,2019,120,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Austurstræti 10,Reykjavík,NA,135700000,84900000,0,atv,1931,286.4,0,0,0,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Árbær 3,Ölfus,12000000,153000,0,0,Jörð/Lóð,NA,0,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 10,Reykjavík,NA,0,0,0,atv,2018,120,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dalbarð 15,Eskifirði,32000000,19600000,45670000,0,Par/Raðhús,1988,167.4,6,5,1,2,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Blómsturvellir 11,Neskaupstað,49900000,38250000,76150000,0,Einbýli,1979,254,7,5,1,3,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Sólvallagata 2,Reykjanesbæ,NA,46000000,85450000,0,atv,1963,414.6,2,NA,NA,NA,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Las Colinas golfvöllurinn,Útlöndum,27300000,0,0,0,Par/Raðhús,NA,101,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Katrínartún 2,Reykjavík,NA,8265800000,8160850000,0,atv,2009,825,0,0,0,0,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Katrínartún - Höfðatorg 2,Reykjavík,NA,0,0,0,atv,NA,120,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
CALLE PARIS 13,Útlöndum,13996500,0,0,0,einbylishus,1989,78,2,2,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brekkugata 36,Akureyri,38000000,30700000,31260000,NA,Fjölbýli,2006,71.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Sólbrekka 18,Egilsstöðum,54300000,34300000,57150000,0,Einbýli,1987,165.6,6,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
La Manga - Lúxusíbúðir 159.000 &#8364;,Útlöndum,21465000,0,0,0,Fjölbýli,2020,91,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ódýr eign í Torrevieja,Útlöndum,8500000,0,0,0,Fjölbýli,NA,60,3,2,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vestursíða 36,Akureyri,26900000,23150000,29100000,NA,Fjölbýlishús,1991,74.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vesturvör 32b,Kópavogi,NA,0,0,0,atv,2008,1290,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strandgata 6,Ólafsfirði,11500000,9590000,25800000,0,Hæðir,1937,99.6,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Torrevieja Beach, 180° sjávarútsýni",Útlöndum,46545000,0,0,0,Fjölbýli,NA,130,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stapasíða 15 A,Akureyri,48000000,41650000,48150000,0,Par/Raðhús,1978,163.8,6,4,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gullslétta 6,NA,69400000,16050000,0,0,Jörð/Lóð,2007,1418.2,2,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
